propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,neighborhood,highlight,newDevelopmentFinished
105175316,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/cd/04/1244108559.webp,72,14,3,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1500.0, 'priceDropValue': 750, 'priceDropPercentage': 50}}}",flat,rent,70.0,True,3,1,calle de la Ronda,Cantabria,Castro-Urdiales,Centro,es,43.3803777,-3.2216852,False,https://www.idealista.com/inmueble/105175316/,271403,"Alquiler de piso de 3 habitaciones en pleno centro de Castro Urdiales. El piso cuenta con 3 habitaciones, 1 baño completo, cocina independiente y salón comedor. Tiene ascensor y calefacción de gas natural. Situado en pleno centro de Castro Urdiales y rodeado de todos los servicios de la zona como Centro de Salud, farmacias, supermercados y a pocos metros del parque Amestoy y del puerto. Se piden 2 meses de fianza. No se admiten mascotas. Se contrata Seguro de Impago, ingresos demostrables de 2.250€ y antigüedad de 1 año en el puesto de trabajo.",False,good,False,True,11.0,{'typology': 'flat'},"{'subtitle': 'Centro, Castro-Urdiales', 'title': 'Piso en calle de la Ronda'}",False,False,False,False,False,False,,,,
104775721,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/6b/33/1231255911.webp,003065,21,3,600.0,"{'price': {'amount': 600.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1200.0, 'priceDropValue': 600, 'priceDropPercentage': 50}}}",flat,rent,60.0,True,2,1,"calle Reconquista de Sevilla, 1",Cantabria,Laredo,Centro,es,43.4099896,-3.4126566,True,https://www.idealista.com/inmueble/104775721/,284901,"SOLO CURSO ESCOLAR. NO LARGA DURACIÓN! Buscas un piso en el centro de Laredo listo para entrar a vivir, donde poder tener todo lo necesario para tu día a día cerca, como bares, restaurantes, supermercados, colegios, farmacias, parada de autobus, gimnasio, piscina, etc.. . este piso se encuentra al lado de absolutamente todo! y a tan solo 5 mnt de la playa! Este piso es perfecto si quieres entrar directamente a vivir. Nada más entrar nos encontramos con un hall de entrada, salón comedor amplio que de origen era sala de estar y otra habitación pero decidieron realizar reforma y convertir el salón más grande, un dormitorio principal amplio con mucha luz y una habitación individual con su armario empotrado, baño reformado y cocina completamente equipada. La Orientación es perfecta, por ello cuenta con Sol todo el día lo que permite tener una luz increíble! El edificio no tiene ascensor y es de hormigón! ¡No puedes dejar escapar esta oportunidad! Ven a visitarlo sin compromiso! Estaremos encantadas de atenderte!",False,good,False,False,10.0,{'typology': 'flat'},"{'subtitle': 'Centro, Laredo', 'title': 'Piso en calle Reconquista de Sevilla, 1'}",False,False,False,False,False,False,,,,
81545073,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/ee/a4/583105086.webp,OLI-Palmeres,28,1,600.0,"{'price': {'amount': 600.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1200.0, 'priceDropValue': 600, 'priceDropPercentage': 50}}}",flat,rent,62.0,True,2,1,riu albaida,València,Sueca,Les Palmeres,es,39.2553454,-0.2614491,False,https://www.idealista.com/inmueble/81545073/,271970,"SE REQUIERE PASAR EL FILTRO DEL SEGURO DE ALQUILER. IMPRESCINDIBLE ÚLTIMAS NOMINAS Apartamento a 50 metros del paseo marítimo. Es un primer piso sin ascensor. Consta de dos habitaciones, baño completo con bañera y bidé, cocina equipada, (horno y encimera tienen 2 meses) salón comedor y terraza con mesa y sillas para gozar de la brisa marina. Los dormitorios están preparados de la siguiente forma: - habitación primera, una cama de matrimonio, canapé + colchón y cómoda - habitación segunda, una litera con 2 camas individuales pequeñas. Y en el salón tenemos un sofá cama para algún invitado días puntuales. Esta totalmente equipado para vivienda habitual, descansar fines de semana y disfrutar del verano, armarios empotrados, televisor, nevera, tostadora, vitrocerámica, horno, lavadora, microondas, ventilador de techo.",False,good,False,False,10.0,{'typology': 'flat'},"{'subtitle': 'Les Palmeres, Sueca', 'title': 'Piso en riu albaida'}",False,False,False,False,False,False,,,,
104019713,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/7e/80/675408683.webp,001415.,28,14,550.0,"{'price': {'amount': 550.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1100.0, 'priceDropValue': 550, 'priceDropPercentage': 50}}}",flat,rent,60.0,True,2,1,"plaza Carlos V, 1",Cantabria,Laredo,Carlos V,es,43.4088677,-3.4284758,True,https://www.idealista.com/inmueble/104019713/,285763,"NO LARGA DURACIÓN! Ubicado a escasos dos minutos a pie de la playa y en residencia privada con zona de parking comunitario, juegos infantiles, pista de tenis y zona de gimnasio al aire libre. También cuenta con conserje todo el año. El apartamento tiene todas las instalaciones (fontanería, electricidad y resto de saneamientos) nuevos. Esta distribuido en salón comedor con ventanal y agradables vistas, baño completo con plato de ducha, cocina con zona de barra para poder comer desde el salón, dormitorio principal y otra habitación con armario empotrado. Tiene todos los servicios a mano, hospital, colegios, grandes supermercados y fácil salida a la autovía. no dejes de venir a verlo, te encantará!",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'Carlos V, Laredo', 'title': 'Piso en plaza Carlos V, 1'}",False,False,False,False,False,False,,,,
104971443,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/a5/b4/1237756376.webp,,10,1,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1500.0, 'priceDropValue': 750, 'priceDropPercentage': 50}}}",flat,rent,80.0,True,2,1,avenida Madrid,València,Playa de Farnals,,es,39.5611836,-0.2894197,False,https://www.idealista.com/inmueble/104971443/,238154,"Se alquila estupendo apartamento para TODO EL AÑO, ubicado en la Playa de la Puebla de Farnals. La vivienda tiene 80m². Consta de salón comedor, 2 habitaciones con armarios empotrados, 1 baño completo con plato de ducha, cocina independiente totalmente equipada y terraza.  Además, dispone de aire acondicionado split de frío y calor y garaje comunitario. El complejo tiene piscina y zonas infantiles. La Puebla de Farnals está ubicada en l'Horta Nord, situada a 13 km de Valencia ciudad (a tan solo 10 minutos en coche). Con entrada/salida directa a la circunvalación de valencia por la autovía V-21. Su playa de fina arena está dotada con todo tipo de servicios e instalaciones deportivas, servicios de duchas, sombrillas, socorrista y personal de ayuda para personas con movilidad reducida. Además, la zona dispone de toda clase de servicios como centro de salud, supermercados, farmacia, tiendas y restaurantes, recogida de niños en transporte escolar y transporte público, parques infantiles, estaciones de deporte y pipicans. ¡Para cualquier consulta estaremos encantados de atenderle! Los datos de esta publicación, se muestran a título informativo, no contractual y no son vinculantes. Honorarios de gestión no incluidos.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'Playa de Farnals', 'title': 'Piso en avenida Madrid'}",False,False,False,False,False,False,,,,
105209854,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/7f/be/1245240257.webp,,1,1,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1500.0, 'priceDropValue': 750, 'priceDropPercentage': 50}}}",flat,rent,119.0,True,3,1,avenida Mediterrania s/n,Castellón,Burriana,Zona Playa,es,39.8695143,-0.0656837,True,https://www.idealista.com/inmueble/105209854/,210074,"Se alquila vivienda con contrato temporal hasta mayo, puerto de Burriana, amueblada y con electrodomésticos, 1 piso con ascensor y balcón, 3 habitaciones amplias y un baño. Zona muy tranquila con todos los servicios cerca. Ideal para trabajadores solo gente seria.",False,good,False,True,6.0,{'typology': 'flat'},"{'subtitle': 'Zona Playa, Burriana', 'title': 'Piso en avenida Mediterrania s/n'}",False,False,False,False,False,False,,,,
99453361,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/68/3b/1240551270.webp,9043,19,10,500.0,"{'price': {'amount': 500.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 900.0, 'priceDropValue': 400, 'priceDropPercentage': 44}}}",studio,rent,55.0,True,0,1,avenida de Francia,Cantabria,Laredo,El Puntal,es,43.4240595,-3.446335,False,https://www.idealista.com/inmueble/99453361/,287966,"¡Estudio de alquiler anual en el puntal de Laredo! Dispone de un salón comedor con dormitorio con acceso a una galería con vista al mar y orientación este. Cocina equipada con cocina de gas butano, lavadora, microondas y frigorífico. Baño completo con plato de ducha y agua caiente mediante caldera de gas butano. Residencia con jardines y parque infantil con juegos. En segunda línea de playa en la zona más tranquila de Laredo.  Disponible de junio a septiembre. Consultar precio y disponibilidad para alquiler de temporada.",False,good,False,True,9.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'El Puntal, Laredo', 'title': 'Estudio en avenida de Francia'}",False,False,False,False,False,False,,,,
104279110,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/ba/4f/1215326156.webp,alquiler campoverde. verano. ,14,3,700.0,"{'price': {'amount': 700.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1200.0, 'priceDropValue': 500, 'priceDropPercentage': 42}}}",flat,rent,105.0,True,3,2,calle Alce,Segovia,El Espinar,San Rafael,es,40.719084,-4.1939119,False,https://www.idealista.com/inmueble/104279110/,296404,"Piso en urbanización, zonas comunes piscina, tenis. Etc.  ALQUILER TEMPORAL. NO SE ALQUILA POR AÑO. DISPONIBLE PARA ESTANCIAS CORTAS, INFERIORES A UN AÑO.   PARA CURSO ESCOLAR, PROFESORES, PROFESIONALES. ETC. "" imprescindible justificarlo con contrato de trabajo.   Julio y agosto. Reservado.  Junio. 1.000. -€. septiembre 1.000. -€.  semana santa, puentes, quincenas,  curso escolar consultar. etc.   amplio salón comedor, con terraza acristalada, cocina amueblada y equipada.  tres dormitorios, dos baños completos con plato de ducha.  no se realizan visitas presenciales, para estancias cortas. y para estancias largas, previamente se realizara estudio económico.",False,good,False,True,7.0,{'typology': 'flat'},"{'subtitle': 'San Rafael, El Espinar', 'title': 'Piso en calle Alce'}",False,False,False,False,False,False,,,,
104894296,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/d9/c0/1235046226.webp,3164528,6,2,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1200.0, 'priceDropValue': 450, 'priceDropPercentage': 38}}}",flat,rent,68.0,True,1,1,Torreón - La Almadraba,Castellón,Benicasim/Benicàssim,Torreón - La Almadraba,es,40.0489565,0.0671503,False,https://www.idealista.com/inmueble/104894296/,195549,"ALQUILER ANUAL  Se trata de un bonito estudio, con cocina abierta al salón comedor. Desde el salón tienes acceso a la terraza, ideal para disfrutar del buen tiempo que caracteriza la zona. A continuación tenemos un baño completo, reformado con ducha y habitación doble con armarios empotrados y ventilador de techo. Ubicación perfecta para ir andado tanto a la playa como al centro del pueblo.  La finca cuenta con ascensor, plaza de garaje, piscina comunitaria, jardín y zona de juegos para niños. LO TIENES TODO! Encuentra más en Este anuncio es informativo, puede contener errores, de manera que su información no es vinculante. En cualquier caso, procuramos ser lo más rigurosos posible. El precio puede variar y no incluye impuestos ni honorarios. FUTUR-CAS servicios inmobiliarios.",False,good,False,False,11.0,{'typology': 'flat'},"{'subtitle': 'Torreón - La Almadraba, Benicasim/Benicàssim', 'title': 'Piso'}",False,False,False,False,False,False,,,,
100902169,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/25/13/1264941046.webp,pelayo,12,4,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1200.0, 'priceDropValue': 450, 'priceDropPercentage': 38}}}",flat,rent,65.0,True,2,1,paseo Menéndez Pelayo,Cantabria,Castro-Urdiales,Brazomar,es,43.3743121,-3.212421,False,https://www.idealista.com/inmueble/100902169/,270396,"Brazomar precioso piso completamente reformado 2 habitaciones, salón cocina equipada completa, baño. Habitación principal cama de matrimonio, segunda habitación cama nido, dispone de otra habitación ciega con cama de 80. Parking, gas natural. Frente a la playa de Brazomar, comercios, parques.. . NO SE ADMITEN MASCOTAS. Ingresos demostrables. Obligatorio seguro de impago.",False,good,False,True,12.0,{'typology': 'flat'},"{'subtitle': 'Brazomar, Castro-Urdiales', 'title': 'Piso en paseo Menéndez Pelayo'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
104492478,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/c0/60/1178146351.webp,669B2,13,1,450.0,"{'price': {'amount': 450.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 700.0, 'priceDropValue': 250, 'priceDropPercentage': 36}}}",flat,rent,48.0,,1,1,"Partida Solares, 504506",Castellón,Benicarló,Zona Papa Luna,es,40.4059556,0.42187,True,https://www.idealista.com/inmueble/104492478/,176618,"REFERENCIA: 669B2 Un apartamento en alquiler por temporada en Benicarló, en una urbanización cerca del mar Desde octubre 2024 hasta fin de junio 2025. El apartamento consta de: 1 dormitorio, 1 baño, salon, cocina americana, 1 terraza, plaza de aparcamiento cubierta, 1 trastero de 6m2, piscina comunitaria. El apartamento está muy bien situado en una urbanización muy tranquila a pocos metros de la playa, supermercado, restaurantes, etc.. . Dispone de aire acondicionado fríocalor, electrodomésticos. El precio varía según el mes. El precio no incluye luz y agua, así como los honorarios de agencia, que se pagan aparte. Consulta las condiciones de alquiler con la agencia.",True,good,False,False,9.0,{'typology': 'flat'},"{'subtitle': 'Zona Papa Luna, Benicarló', 'title': 'Piso en Partida Solares, 504506'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
104893717,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/bf/65/1235028765.webp,CM19164,9,1,550.0,"{'price': {'amount': 550.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 800.0, 'priceDropValue': 250, 'priceDropPercentage': 31}}}",flat,rent,70.0,True,2,1,plaza Major,Barcelona,Borredà,,es,42.1366371,1.9949883,False,https://www.idealista.com/inmueble/104893717/,243644,"LLOGUER PER TEMPORADA O VACACIONAL A BORREDÀ – Pis al centre del poble de 70 m2 aprox. amb molt bona vista, compost per menjador, cuina, dues habitacions dobles, bany complet i dos balcons per davant i balcó per darrere. Calefacció de pellet. Llum i aigua a part.",False,good,False,False,8.0,{'typology': 'flat'},"{'subtitle': 'Borredà', 'title': 'Piso en plaza Major'}",False,False,False,False,False,False,,,,
105647589,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/cf/ab/1261594794.webp,43,11,bj,700.0,"{'price': {'amount': 700.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1000.0, 'priceDropValue': 300, 'priceDropPercentage': 30}}}",flat,rent,50.0,True,1,1,"plaza de Quevedo, 1",València,Cullera,Racó,es,39.1814519,-0.2361504,True,https://www.idealista.com/inmueble/105647589/,280450,"CONSULTA DISPONIBILIDAD Y PRECIOS. PRECIO: septiembre 700. -€.  JULIO Y AGOSTO 2025 NO DISPONIBLES. Apartamento en el Raco de Cullera, cuenta con 54m² distribuidos en salón comedor, un dormitorio con armario empotrado, cocina completamente equipada, y un baño completo. Además, este apartamento cuenta con aire acondicionado y recién reformado. Cuenta con plaza de garaje tipo cabina incluida en el precio.  Situado en un edificio bien conservado, podrás disfrutar de sus instalaciones comunitarias como piscina, pista de tenis, pista de frontón y zona de juegos infantiles.  Cuenta con todos los servicios necesarios a su alcance, farmacias, supermercados, restaurantes y cafeterías, parada del autobús, etc.  No pierdas esta oportunidad! Agenda tu visita y empieza a disfrutar de las vistas a toda la bahía de Cullera.",True,good,False,True,14.0,{'typology': 'flat'},"{'subtitle': 'Racó, Cullera', 'title': 'Piso en plaza de Quevedo, 1'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
104765305,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/46/84/1237605401.webp,26878,6,,700.0,"{'price': {'amount': 700.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1000.0, 'priceDropValue': 300, 'priceDropPercentage': 30}}}",flat,rent,65.0,,2,1,barrio Mare Nostrum - Mercado,València,Puerto de Sagunto,Playa Puerto de Sagunto,es,39.6596119,-0.2125862,False,https://www.idealista.com/inmueble/104765305/,228954,"Piso reformado en vacacional en puerto de sagunto, de 65 m², en 7ª planta, con ascensor, 2 habitaciones, 1 baño, cocina office, amueblado, terraza de 6 m², vistas al mar, orientacion norte, zona playa, no anual precios a consultar segun periodo, garaje incluido. , a 20 m de la playa. Calificación energética: en proceso.",False,good,False,True,11.0,{'typology': 'flat'},"{'subtitle': 'Mare Nostrum - Mercado, Puerto de Sagunto', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Mare Nostrum - Mercado,,
103746473,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/29/70/1264792380.webp,,6,4,520.0,"{'price': {'amount': 520.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 700.0, 'priceDropValue': 180, 'priceDropPercentage': 26}}}",flat,rent,40.0,True,1,1,"Pamplona Escudero, 35",Zaragoza,Zaragoza,Universidad San Francisco,es,41.6458094,-0.8964385,True,https://www.idealista.com/inmueble/103746473/,1953,"Se alquila céntrico apartamento amueblado junto a la universidad y hospitales. Estar-cocina, dormitorio y baño. Calefacción individual y termoacumulador eléctricos. Cuarta planta sin ascensor. No se admiten animales ni fumadores. También se alquila por temporada a estudiantes y trabajadores.",True,good,False,False,13.0,{'typology': 'flat'},"{'subtitle': 'Universidad San Francisco, Zaragoza', 'title': 'Piso en Pamplona Escudero, 35'}",False,False,False,False,False,False,,Universidad San Francisco,,
105159681,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/57/7c/1243611213.webp,,21,1,600.0,"{'price': {'amount': 600.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 800.0, 'priceDropValue': 200, 'priceDropPercentage': 25}}}",flat,rent,70.0,True,2,2,"calle Amplaries, 11",Castellón,Oropesa del Mar,Marina d'Or,es,40.1101894,0.1532944,True,https://www.idealista.com/inmueble/105159681/,192481,"As alquila apartamento, por semanas, mes en la Urbanización ACAPULCO I, primera linea de playa Les Amplaries, Marina Dor. (consultar precio y disponibilidad). Apartamento máximo 6 personas, consta de 2 habitaciones dobles con armarios empotrados (uno con cama de matrimonio y la otra con dos camas de 90cm. ) cocina equipada, dos baños, salón con sofá cama de matrimonio y terraza. Aire acondicionado, plaza exterior de aparcamiento. Totalmente amueblado.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': 'Acapulco, Oropesa del Mar', 'title': 'Piso en calle Amplaries, 11'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Acapulco,,
83537927,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/46/74/619920461.webp,336-216,15,1,525.0,"{'price': {'amount': 525.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 700.0, 'priceDropValue': 175, 'priceDropPercentage': 25}}}",flat,rent,45.0,True,1,1,Port,Tarragona,Cambrils,Port,es,41.06536,1.05672,False,https://www.idealista.com/inmueble/83537927/,174253,"ALQUILER DE TEMPORADA DE SEPTIEMBRE 24 A JUNIO 25 APARTAMENTO EN SEGUNDA LINEA DE PLAYA REGUERAL. Cerca del puerto y de los comercios. Consta de comedor con cocina americana y salida a una preciosa terraza con vistas al jardín comunitario. 1 baño con ducha, 1 dormitorio doble. Calefacción, aire acondicionado. Amueblado. No se aceptan mascotas PRECIO: 525 €/ MES.",False,good,False,True,12.0,{'typology': 'flat'},"{'subtitle': 'Port, Cambrils', 'title': 'Piso'}",False,False,False,False,False,False,,,,
102703977,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/8c/59/1164397440.webp,B411,29,3,680.0,"{'price': {'amount': 680.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 900.0, 'priceDropValue': 220, 'priceDropPercentage': 24}}}",flat,rent,73.0,True,1,1,calle José Segrelles,València,Canet d'En Berenguer,,es,39.6777032,-0.207796,False,https://www.idealista.com/inmueble/102703977/,227102,"ALQUILER TEMPORAL DE SEPTIEMBRE A JUNIO. Posibilidad de alquilar por periodos de 3 a 6 meses. Apartamento 1 habitación, plaza de garaje y CON aire acondicionado en el salón (en las fotos no aparece).  PANDA HOMES Servicios de Gestión Inmobiliaria te ofrece este coqueto apartamento con terraza con vistas al mar. La vivienda cuenta con todo lo necesario, está totalmente equipada con electrodomésticos, sábanas, toallas y utensilios de cocina.  La vivienda tiene orientación sur, por lo que tiene luz durante todo el día y la terraza se disfruta a cualquier hora del día. El dormitorio cuenta con cama doble, armario empotrado, ventilador de techo y ventanal exterior. El salón comedor tiene ventilador de techo, sofá cama, televisor y split de aire acondicionado frío-calor. Además, una mesa con sillas de comedor y una cocina abierta con todo lo necesario (cuenta con lavavajillas integrado). El apartamento también cuenta con un baño completo privado. El apartamento incluye una plaza de aparcamiento en un parking exterior privado.  La playa de Canet d'En Berenguer cuenta con bandera azul y es una de las mejores playas de España. Esta localidad cuenta con todos los servicios cercanos: supermercados, farmacia, bancos, Hospital, centros de salud, Policía Local, centros comerciales, etc. Para poder alquilar la vivienda será IMPRESCINDIBLE presentar documentación económica para demostrar la solvencia, enviando esta documentación a un seguro de impago.  Este anuncio puede contener algún error y no es vinculante, se muestra a título informativo y no contractual.",False,good,False,True,9.0,{'typology': 'flat'},"{'subtitle': ""Canet d'En Berenguer"", 'title': 'Piso en calle José Segrelles'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
99554976,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/f6/90/1209941891.webp,A-21,17,1,700.0,"{'price': {'amount': 700.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 900.0, 'priceDropValue': 200, 'priceDropPercentage': 22}}}",flat,rent,85.0,True,2,2,calle Blasco Ibañez Nuemro 3 puerta 4,València,Cullera,Pueblo de Cullera,es,39.1661005,-0.2542863,False,https://www.idealista.com/inmueble/99554976/,281835,"Inversores Asesores E. M. G. Presenta un apartamento totalmente equipado, amueblado y preparado para entrar a vivir, en una de las mejores playas de la Comunidad Valenciana (Cullera) con puerto deportivo, montaña y bien conectado con Valencia a 25 minutos de Valencia en coche, una propiedad ideal que se puede alquilar desde septiembre hasta final de mayo. Esta propiedad cuenta con dos cuartos dobles y dos cuartos de baños completos, un salón comedor amplio que da a una terraza en la que se puede ver el mar ya que esta a tan solo 50 metros de la playa, también cuenta con una cocina equipada. Una vivienda en un entorno natural increíble y tranquilo donde poder vivir una temporada. El anuncio se muestra a título informativo y no contractual. Los datos expuestos son ofrecidos por terceros y se suponen correctos. Para más detalles contacta con: E. M. G Inversores Inmobiliarios Si quiere vender o alquilar su casa, contamos con un índice de venta muy rápido al mejor precio.",False,good,False,True,8.0,{'typology': 'flat'},"{'subtitle': 'Pueblo de Cullera, Cullera', 'title': 'Piso en calle Blasco Ibañez Nuemro 3 puerta 4'}",True,False,False,False,False,False,,,{'groupDescription': 'Destacado'},
105504180,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/ae/08/1254354708.webp,,54,5,750.0,"{'price': {'amount': 750.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 950.0, 'priceDropValue': 200, 'priceDropPercentage': 21}}}",flat,rent,100.0,True,3,1,calle Benicató,Castellón,Nules,,es,39.8244967,-0.115239,False,https://www.idealista.com/inmueble/105504180/,213528,"¡Descubre tu nuevo hogar en un entorno de ensueño! Este piso de 100 m² construidos y 98 m² útiles, ubicado en una villa familiar, te ofrece la combinación perfecta entre mar y montaña. Imagina despertar cada día rodeado de aguas turquesas y disfrutar de la tranquilidad que solo este entorno paradisiaco puede ofrecer. Con calidades de lujo y todas las comodidades disponibles, este inmueble es ideal para aquellos que buscan un refugio de paz sin renunciar al confort. El piso cuenta con 3 dormitorios amplios y luminosos, un baño moderno, una terraza y un balcón donde podrás relajarte y disfrutar de las vistas. Además, dispone de armarios empotrados, trastero y acceso adaptado para personas con movilidad reducida, lo que garantiza la máxima comodidad para todos los residentes. Construido en 2018 y en excelente estado, este hogar está listo para recibirte. Ubicado en la planta 5 de un edificio con ascensor y orientación oeste, podrás disfrutar de espectaculares atardeceres desde la comodidad de tu hogar. La calefacción eléctrica con bomba de frío/calor asegura un ambiente agradable durante todo el año. Aunque la cocina está vacía y la casa sin amueblar, esto te brinda la oportunidad de personalizar cada espacio a tu gusto. ¡No pierdas la oportunidad de vivir en este maravilloso lugar! Consulta condiciones para más información y haz de este piso tu nuevo hogar.",False,good,False,True,8.0,{'typology': 'flat'},"{'subtitle': 'Nules', 'title': 'Piso en calle Benicató'}",False,False,False,False,False,False,,,,
103906946,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/ae/6b/1203843382.webp,,6,1,550.0,"{'price': {'amount': 550.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 700.0, 'priceDropValue': 150, 'priceDropPercentage': 21}}}",flat,rent,55.0,True,1,1,"Ramon y Cajal, 8",Lleida,Lleida,Universitat,es,41.6155386,0.6198613,True,https://www.idealista.com/inmueble/103906946/,124499,"¡Atención JÓVENES Y PROFESIONALES! Presentamos un espectacular piso de alquiler en pleno corazón de la ciudad, justo al lado del rectorado. Este inmueble a estrenar es la opción perfecta para quienes buscan modernidad, comodidad y cercanía a todos los servicios esenciales. Con 10 unidades disponibles para entrada a principios de septiembre, este piso es una oportunidad única para vivir en una zona céntrica y bien comunicada. No pierdas la ocasión de estrenar tu nuevo hogar en un entorno ideal para estudiantes y jóvenes profesionales. ¡Contacta ya y asegura tu plaza en este exclusivo inmueble!",False,good,False,True,10.0,{'typology': 'flat'},"{'subtitle': 'Universitat, Lleida', 'title': 'Piso en Ramon y Cajal, 8'}",False,False,False,False,False,False,,,,
28592468,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/cf/2c/72402875.webp,ESTUDIANTES,12,1,700.0,"{'price': {'amount': 700.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 850.0, 'priceDropValue': 150, 'priceDropPercentage': 18}}}",flat,rent,60.0,True,2,1,calle Araneko,Vizcaya,Bilbao,Deusto,es,43.2720651,-2.9468397,False,https://www.idealista.com/inmueble/28592468/,247169,"CURSO 2024 - 2025 SOLOOOOOOOO ESTUDIANTES. Se alquila piso para estudiantes en la zona de Arangoiti de Deusto. Consta de salón, cocina con dos dormitorios, terraza y baño. Ascensor. Totalmente exterior, muy soleado con unas vistas impresionantes a Bilbao. A siete minutos andando a la universidad de Deusto y a tres minutos de la para del autobús para la universidad de Leioa.",False,good,False,True,12.0,{'typology': 'flat'},"{'subtitle': 'Arangoiti, Bilbao', 'title': 'Piso en calle Araneko'}",False,False,False,False,False,False,,Arangoiti,,
