index,propertyCode,thumbnail,numPhotos,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,externalReference,floor,hasLift,exterior,neighborhood,highlight
29,105802593,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/70/ee/1263488117.webp,45,2500.0,"{'price': {'amount': 2500.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 3200.0, 'priceDropValue': 700, 'priceDropPercentage': 22}}}",duplex,rent,110.0,2,2,plaza de Pompeu Gener,Barcelona,Barcelona,Ciutat Vella,es,41.3807998,2.1891435,False,https://www.idealista.com/inmueble/105802593/,1397,"Apartamento dúplex de 110 m² construidos (100 m² útiles) en una zona privilegiada de Barcelona, cerca de la playa y el famoso casino. Es un inmueble totalmente amueblado, luminoso y silencioso, ideal para desconectar.  Características principales del apartamento: - Primera planta:  - Amplio salón independiente del comedor, ambos totalmente amueblados.  - Cocina completamente equipada con electrodomésticos, incluyendo lavavajillas, horno y nevera.  - Pequeña terraza, ideal para relajarse. - Planta Superior:  - Dos habitaciones tipo suite, cada una con su propio baño. Otros detalles importantes: - Superficie: 110 m² construidos, 100 m² útiles. - Habitaciones: 2 suites. - Baños: 2. - Estado: *Segunda mano, en buen estado. - Orientación: Sur, lo que garantiza buena luminosidad. - Amueblado: Sí, incluyendo la cocina equipada. - Calefacción: Central, de gas. - Ubicación: Planta 1ª exterior, sin ascensor. IMPORTANTE: gasto de luz, agua incluidos en el precio de alquiler. Además, el apartamento se encuentra en una zona muy demandada.",True,good,False,,23.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'La Barceloneta, Barcelona', 'title': 'Dúplex en plaza de Pompeu Gener'}",True,False,False,False,False,False,,1,False,True,La Barceloneta,
30,95157944,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/1b/b3/907678561.webp,26,990.0,"{'price': {'amount': 990.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1250.0, 'priceDropValue': 260, 'priceDropPercentage': 21}}}",flat,rent,95.0,4,2,"calle Charlie Rivel, 34",Barcelona,Cubelles,Bardají-Molí de Baix,es,41.2057278,1.6773555,True,https://www.idealista.com/inmueble/95157944/,45988,"¡OBLIGATORIO 32 DÍAS MÍNIMO! FECHAS DISPONIBLES: TEMPORADA DE VERANO. SEPTIEMBRE 2024 (A partir del 16): 870€. TEMPORADA BAJA (De Octubre '24 a Marzo'25): 870€/mes. Abril '25: 990€/mes. Mayo '25: 870€/mes. TEMPORADA DE VERANO '25. Junio '25: 1.350€/mes. Planta baja en perfecto estado. Tiene una superficie aproximada de 95m2. La vivienda se distribuye en cocina independiente con salida a terraza, comedor, 4 habitaciones dobles (3 de matrimonio y 1 con cama nido), jardín propio, 1 baño de 4 piezas con ducha, 1 aseo de 3 piezas con ducha en suite. Dispone de ventiladores de techo y calefacción por radiadores de gas natural. Queda equipada con armarios empotrados en la habitación principal, suelos de gres. ventanas de aluminio y persiana motorizada en salón con mosquiteras en todas. Amueblado y con electrodomésticos. No incluye plaza de parking ni trastero. Orientación mar.  Wifi sólo en verano. ACEPTACIÓN DE MASCOTAS A CONSULTAR. Año de construcción: 2005. Las imágenes son orientativas por lo que algunos elementos o mobiliario mostrados pueden sufrir modificaciones o no estar disponibles en la vivienda. REF. 124318.",False,good,False,,10.0,{'typology': 'flat'},"{'subtitle': 'Bardají-Molí de Baix, Cubelles', 'title': 'Piso en calle Charlie Rivel, 34'}",False,False,False,False,False,False,124318,bj,True,,,
31,102266733,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/80/18/1220033113.webp,17,1500.0,"{'price': {'amount': 1500.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1900.0, 'priceDropValue': 400, 'priceDropPercentage': 21}}}",flat,rent,45.0,2,1,"calle del Portal Nou, 7",Barcelona,Barcelona,Ciutat Vella,es,41.3884265,2.1805648,True,https://www.idealista.com/inmueble/102266733/,702,"[ESP] DISPONIBLE EN: Enero.  Reserve en línea haciendo clic bajo el mapa en ""Enlace adicional"".  [ENG] AVAILABLE FROM: January.  Book online by clicking on ""additional link"" under the map.  [ESP] No se aceptan alquileres inferiores a 3 meses [ENG] Rentals of less than 3 months are not accepted  [ESP] Edad aceptada: No hay preferencia [ENG] Age accepted: No preference ************* [ESP] ¿CÓMO FUNCIONA SPACEST.COM? Spacest.com es una plataforma online de alquileres de media-larga duración que nace como garantía para el inquilino: comprobamos todos los pisos y las fotos son recientes y fiables para que puedas reservar online con tranquilidad para evitar que alguien lo haga antes que tú.  Para reservar en línea, siga el enlace que aparece al final de la página (debajo del mapa) y haga clic en ""alquilar ahora"". Si necesita ayuda, póngase en contacto con nosotros y le ayudaremos. [ENG] HOW DOES SPACEST.COM WORK? Spacest.com is an online platform for medium-long term rentals that was created as a guarantee for the tenant: we check all the apartments and the photos are recent and reliable so you can book online with peace of mind to avoid someone else doing it before you. To book online, follow the link at the end of the page (under the map) and click on ""rent now"". If you need help, contact us and we will help you. Fianza/Deposit: 1600Costes de apertura del contrato/Contract opening fees:  12% total booking Costes de cierre del contrato/Contract closure fees:  - Cleaning fee: 195€ Aviso de cancelación/Notice of cancellation: 1 meses/months ************* APARTMENT IN HISTORIC CENTER OF BARCELONA This apartment in the historic center of Barcelona is located in the neighborhood of Born in particular. There are some of the most interesting restaurants, bars, and boutiques there. This accommodation is newly renovated and carefully decorated, creating a bright environment, full of light. It consists of a modern furnished living room and a renovated kitchen with designed furniture, marked by the age of the beamed ceilings. You can enjoy your cup of morning coffee at a spacious community terrace with wooden benches and tables. You will have an opportunity to stay in a typical part of the old town, where you can also enjoy the picturesque area near Las Ramblas and El Borne. Both day and night, El Born has a rich cultural and gastronomic activity. On top of all these benefits, the apartment has an excellent connection, near to Jaume (L4), Urquinaona (L1) stations. GENERAL CONDITIONS: - The rent will be collected on the same day of the month as the check-in date.  * If during the last month you stay less than 10 days after that date: you'll pay per extra day  * If during the last month you stay more than 15 days after that date: you'll pay one extra month 8.-Arrivals policy: Monday to Friday: 15h - 18:30: Free of charge 18:30 - 21:00: 30€ 21:00 - 23:00: 50€ 23h or after: under request Weekends and public holidays: 15h - 21:00: 30€ 21:00 - 23:00: 50€ 23h or after: under request ** From 10:00 p.m. at 8:00 am. you must be quiet. Parties not allowed. Smoking not allowed. If the police come to the apartment or the neighbors call the Government/Police, you will be evicted from the apartment and/or have to pay a fine. - The apartment does not have any food (there is no coffee, salt, oil, sugar). - We provide guests with a kit of welcome amenities (1-2 toilet rolls, neutral soap in small quantities - they are not for the entire stay). There are always towels and sheets.",False,good,False,,33.0,{'typology': 'flat'},"{'subtitle': 'Sant Pere - Santa Caterina i la Ribera, Barcelona', 'title': 'Piso en calle del Portal Nou, 7'}",False,False,False,False,False,False,123040,,False,,Sant Pere - Santa Caterina i la Ribera,
32,104324648,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/c5/bf/1247159860.webp,53,1500.0,"{'price': {'amount': 1500.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1900.0, 'priceDropValue': 400, 'priceDropPercentage': 21}}}",flat,rent,180.0,3,2,carretera de Sant Pol,Girona,Sant Feliu de Guíxols,Sant Pol - Volta de l'Ametller,es,41.7827076,3.044577,False,https://www.idealista.com/inmueble/104324648/,84876,"LAST MINUTE DISPONIBLE A PARTIR DEL 16 DE AGOSTO Se alquila por cortos periodos no disponible en alquiler anual- la disponibilidad y el precio sujetos a consultar según temporada, precio anunciado para mes de mayo ¡Descubre en este excepcional piso de alquiler con vistas panorámicas al deslumbrante Mar Mediterráneo! Ubicada a solo cinco minutos a pie de las pintorescas bahías de Sant Pol y de la Gavina, esta impresionante residencia se encuentra en la codiciada comunidad Las Velas en S'Agaró. La propiedad cuenta con unos jardines meticulosamente cuidados que rodean la finca, creando un ambiente tranquilo y sereno. Además, disfrutarás de dos piscinas que se asoman al mar, brindándote la oportunidad de relajarte mientras te deleitas con las impresionantes vistas. El piso, con una superficie total de 139 m², te recibe con un amplio recibidor que conduce a una cocina completamente equipada. El luminoso salón-comedor te lleva a una espectacular terraza de 50 m², donde podrás disfrutar de las vistas panorámicas y crear momentos inolvidables. El espacio privado incluye un dormitorio principal con baño privado y acceso a otra terraza privada, así como dos dormitorios adicionales y un segundo cuarto de baño completo con ducha. Este hogar de alquiler cuenta con calefacción de gas, ventanas con persianas, armarios empotrados y una plaza de aparcamiento para tu conveniencia. No dudes en contactarnos para programar una visita y sumergirte en la experiencia de vivir en este piso exclusivo. Este es tu hogar de ensueño frente al mar, y está listo para convertirse en tu refugio perfecto. ¡Haz tus sueños de vivir junto al Mediterráneo una realidad ahora mismo!",True,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8.0,{'typology': 'flat'},"{'subtitle': ""Sant Pol - Volta de l'Ametller, Sant Feliu de Guíxols"", 'title': 'Piso en carretera de Sant Pol'}",False,False,False,False,False,False,A105,1,True,True,,
33,104193915,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/18/68/1212700400.webp,53,8000.0,"{'price': {'amount': 8000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 10000.0, 'priceDropValue': 2000, 'priceDropPercentage': 20}}}",chalet,rent,310.0,5,4,Les Casernes - Sant Jordi,Barcelona,Vilanova i la Geltrú,Les Casernes - Sant Jordi,es,41.218192,1.7428026,False,https://www.idealista.com/inmueble/104193915/,40473,"Magnifica casa moderna en la playa ¡Bienvenidos a esta magnífica casa de alquiler completamente reformada! Con una impresionante área de 310 metros cuadrados, esta propiedad ofrece una experiencia de vida excepcional con acceso directo a la playa desde su propio jardín. Distribuida en dos plantas, esta casa cuenta con cinco dormitorios dobles, proporcionando un amplio espacio para toda la familia o invitados. Al ingresar, serás recibido por un luminoso salón comedor que invita a la relajación y la reunión. La cocina está equipada con electrodomésticos de alta calidad, garantizando una experiencia culinaria excepcional para los residentes. Además, desde todas las estancias de la casa se puede disfrutar de vistas panorámicas de la playa, permitiéndole sentir la serenidad del mar en todo momento. El exterior de la propiedad es igualmente impresionante, con un generoso jardín de 1500 metros cuadrados que ofrece un espacio perfecto para el entretenimiento al aire libre, la relajación y las actividades recreativas. Esta casa es verdaderamente una joya costera que ofrece el equilibrio perfecto entre lujo, comodidad y proximidad a la naturaleza. ¡No pierdas la oportunidad de vivir esta experiencia única junto al mar! Para alquiler de TEMPORADA ( mínimo 1 mes) consulta con nosotros no hay datos por tener mas de 150mts Sitges ha sido desde siempre un lugar que ha hechizado artistas, turistas y en general visitantes de todas partes. Para muchos el secreto es su luz y los casi 300 días de sol al año. La naturaleza ha sido generosa con Sitges, ya que tiene el privilegio de estar situada en la costa del mar Mediterráneo y al pie del macizo del Garraf. A nivel cultural, el legado es extraordinario. El arte está vivo y las tradiciones se mantienen con modernidad. Sitges ha conservado importantes referencias medievales y lo pintoresco de la antigua villa de campesinos y pescadores. Goza de un carácter cosmopolita gracias a la heterogeneidad de su población, donde conviven más de 70 nacionalidades diferentes, lo cual certifica la existencia de cuatro colegios internacionales en los alrededores. Ahora, el Sitges del siglo XXI se basa en la creatividad, el talento y la innovación, pero sin perder nunca las raíces. Sitges es una ciudad que atrae y seduce.",False,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",26.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Les Casernes - Sant Jordi, Vilanova i la Geltrú', 'title': 'Casa independiente'}",False,False,False,False,False,False,W-02UWNE,,,,,
34,92959764,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0b/50/ab/851992097.webp,84,12000.0,"{'price': {'amount': 12000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 15000.0, 'priceDropValue': 3000, 'priceDropPercentage': 20}}}",chalet,rent,652.0,5,6,avenida Supermaresme,Barcelona,Sant Andreu de Llavaneres,Urbanitzacions,es,41.5872197,2.4936583,False,https://www.idealista.com/inmueble/92959764/,34880,"A new life full of peace, harmony with privacy is possible, thanks to this fantastic classic and actual property for rent. Located in the prestigious urbanization of Supermaresme in Sant Andreu de Llavaneres, fabulous sea views and with a well-kept garden, allows you to have a high quality of life. Su distribución se reparte cómodamente en dos únicas plantas más semisótano, presentando espacios muy luminosos, la mayoría con salida a exterior. Planta baja: Amplio y luminoso recibidor, fantástico salón en dos ambientes con salida directa al jardín y área piscina a través de grandes acristalamientos que dan la agradable sensación de prolongar el salón hacia el exterior, comedor independiente, gran cocina completamente amueblada y equipada, zona para servicio con dormitorio, baño completo, lavadero, varios trasteros y garaje para dos coches. En esta misma planta encontramos 3 dormitorios dobles en suite con armarios empotrados. La planta superior, es una suite de grandes dimensiones con fabulosas vistas al mar y salida a terraza-solárium, salón privado con chimenea, 2 grandes vestidores independientes y esplendido baño con bañera y plato de ducha. En la planta semisótano se ubica el gimnasio, zona de cine y un baño. El jardín, es totalmente plano, dispone de privacidad y tiene un carácter muy mediterráneo, dispone de sistema de riego automático, y piscina climatizada. Destacar la amplitud de la casa, su distribución confortable, prácticamente en una planta, la calidad de la construcción, los materiales empleados y su excelente estado, absolutamente preparada para entrar a vivir. Extras: cocina equipada con electrodomésticos de alta gama, video-portero y sistema de alarma con cámaras de última generación, suelo de madera de roble, chimenea en el salón y en dormitorio principal, completo gimnasio, A/A, …. La casa se alquila completamente amueblada y equipada. Mantenimiento de jardín y piscina incl. en precio del alquiler. Imprescindible presentar documentación que demuestre solvencia económica. Se solicita un mes de fianza y dos de garantía.",True,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",18.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Supermaresme, Sant Andreu de Llavaneres', 'title': 'Casa independiente en avenida Supermaresme'}",True,False,False,False,False,False,C-942,,,,Supermaresme,
35,105246680,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/7e/0f/1246380244.webp,19,1200.0,"{'price': {'amount': 1200.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1500.0, 'priceDropValue': 300, 'priceDropPercentage': 20}}}",flat,rent,103.0,4,2,El Sucre-Universitat,Barcelona,Vic,El Sucre-Universitat,es,41.9324973,2.255109,False,https://www.idealista.com/inmueble/105246680/,61242,"Piso de alquiler exclusivo para estudiantes Erasmus en Vic. ¿Buscas alojamiento para tu estancia Erasmus en Vic? ¡Este piso es perfecto para ti! Características: Ubicación: Súper bien comunicado en el centro de Vic, cerca de la estación de bus y tren y de las facultades de la UVic. Habitaciones: 3 habitaciones (una doble y dos individuales), ideal para grupos de 3 a 4 personas. Baños: 2 baños completos (uno con plato de ducha y otro con bañera). Zona de día: Salón - comedor amplio y luminoso. Cocina: Completamente equipada con todos los electrodomésticos necesarios. Otros: El piso viene amueblado con todo lo necesario para tener una estancia cómoda durante los meses de estudio. No dejes pasar esta oportunidad única de vivir en un piso cómodo y bien situado en Vic durante tu estancia Erasmus.",False,good,False,,12.0,{'typology': 'flat'},"{'subtitle': 'El Sucre-Universitat, Vic', 'title': 'Piso'}",False,False,False,False,False,False,sm0004401,3,True,True,,
36,105158923,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/9c/05/1243588239.webp,26,2000.0,"{'price': {'amount': 2000.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 2500.0, 'priceDropValue': 500, 'priceDropPercentage': 20}}}",penthouse,rent,171.6,4,2,Cabrera de Mar,Barcelona,Cabrera de Mar,,es,41.5252401,2.3932411,False,https://www.idealista.com/inmueble/105158923/,24050,"ATENCIÓN: Este anuncio es para estancias superiores a 32 noches (alquiler de temporada; por meses). Esta propiedad no es de alquiler turístico (por días), ni de alquiler de larga estancia (contratos de 5 años). REFERENCIA ANUNCIO: CM-CP PRECIO JULIO: 3000€ PRECIO AGOSTO: 3000€ PRECIO SEPTIEMBRE: 2500€ ****INFORMACIÓN IMPORTANTE**** Esta propiedad está disponible para ALQUILER TEMPORAL / ALQUILER POR MESES. ESTE PRECIO ES PARA CONTRATOS DE 4 MESES O MÁS. CONTRATOS DE MENOS DE 4 MESES PODRÍA TENER ALGÚN INCREMENTO. A tener en cuenta: - Será obligatorio tener firmado por ambas partes (arrendador y arrendatario) el contrato de alquiler temporal, como mucho el día antes del Check-in. - Suministros no incluidos. - Se deberán abonar 140€ al final de su estancia en concepto de tasa de limpieza. - Para reservas de un mes, el depósito será de media mensualidad. Para reservar más de un mes, se hará un depósito de una mensualidad. Precioso apartamento en Vilassar de Mar, a tan solo 10 minutos de la playa y de la estación de tren, cerca de todo tipo de servicios. Será el lugar ideal para disfrutar y relajarse junto al mar.   DESCRIPCIÓN DEL ALOJAMIENTO - Precioso ático con gran terraza privada a tan solo unos minutos de la playa. - Ideal para parejas, familias o amigos, que quieran disfrutar de unos días de descanso en una zona tranquila. - Dispone de una gran terraza con muebles de exterior, perfecta para disfrutar de una cena romántica, una buena comida, tomar una copa o charlar tranquilamente. - El salón dispone de cómodos sofás, es amplio y luminoso. - En el salón encontrarás zona de TV y, si necesitas trabajar, una pequeña zona con escritorio dónde poder traer tu ordenador, ideal para viajes de negocios. - Todas las habitaciones son espaciosas, luminosas y modernas. - La cocina está completamente equipada con todo aquello que puedas necesitar. - Espacio ideal tanto para cortas como largas estancias. - El aire acondicionado solo está disponible en el salón.",False,good,False,,12.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Cabrera de Mar', 'title': 'Ático'}",False,False,False,False,False,False,CM-CP,1,True,True,,
37,97314146,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/13/c2/975600628.webp,24,850.0,"{'price': {'amount': 850.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1050.0, 'priceDropValue': 200, 'priceDropPercentage': 19}}}",flat,rent,70.0,3,2,"paseo Voramar, 6 -2",Barcelona,Vilanova i la Geltrú,L'Aragai - Prat de Vilanova,es,41.2032374,1.6839049,True,https://www.idealista.com/inmueble/97314146/,45618,"FECHAS DISPONIBLES: TEMPORADA BAJA (Del 14 de Octubre '24 a Marzo '25): 850€/mes. ABRIL '25: 950 €/MES. MAYO '25: 850 €/MES. 3ª planta de altura en 1ª línea de mar situada en zona del Prat de Vilanova. Tiene una superficie de 70m2. La vivienda se distribuye en 3 habitaciones dobles (2 de matrimonio y 1 dormitorio con dos camas individuales), cocina independiente reformada con lavadero + microondas (sin lavavajillas), 1 baño de 4 piezas con ducha, 1 aseo de 2 piezas y terraza sin toldo. No hay plaza de parking ni trastero. Equipado con suelos de gres catalán, ventanas de aluminio, armarios empotrados. No dispone de calefacción ni aire acondicionado. NO SE ACEPTAN MASCOTAS. Finca sin ascensor. Año de construcción 1992. Las imágenes son orientativas por lo que algunos elementos o mobiliario mostrados pueden sufrir modificaciones o no estar disponibles en la vivienda. REF. 124024.",False,good,False,,12.0,{'typology': 'flat'},"{'subtitle': ""L'Aragai - Prat de Vilanova, Vilanova i la Geltrú"", 'title': 'Piso en paseo Voramar, 6 -2'}",False,False,False,False,False,False,124024,3,False,,,
38,98124054,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/cf/dc/1023509655.webp,28,3325.0,"{'price': {'amount': 3325.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 4100.0, 'priceDropValue': 775, 'priceDropPercentage': 19}}}",flat,rent,60.0,1,1,paseo de Gràcia,Barcelona,Barcelona,Eixample,es,41.3917702,2.166847,False,https://www.idealista.com/inmueble/98124054/,921,"*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Viva una vida de lujo en este apartamento de 60 metros cuadrados, Pende. Situado en el distrito Passeig de Grácia de Barcelona, este apartamento contiene 1 dormitorio doble, 1 baño, un espacio de trabajo dedicado y una cocina totalmente equipada. Salga a la calle para contemplar los deslumbrantes escaparates de diseño, la grandeza de los restaurantes y las obras de arte de Gaudí que bordean las calles.  Este apartamento está artísticamente diseñado con temas de la selva salvaje, que se puede ver a través de los jarrones de arcilla, las esculturas de madera, y los accesorios de iluminación elegantemente detallados. Relájese en el cómodo sofá y vea la televisión, o refrésquese en el espacio comunitario y la piscina de la azotea del edificio. Totalmente amueblado, este hogar viene con todo lo necesario, incluyendo ropa de cama y ropa de cama. *Tenga en cuenta que los servicios del edificio, como la piscina o el gimnasio, pueden tener un horario específico y no estar disponibles todo el año. *Precios sujetos a la duración de la estancia y antelación de la reserva *Los suministros del apartamento y las tarifas por mascotas no están incluidas en el precio del alquiler y serán sujetos a cargos extras. Se informará a los clientes de cualquier cargo adicional en el contrato final. *Nuestro equipo de diseño interno selecciona de forma experta todos los muebles y la decoración de los apartamentos para garantizar el máximo nivel de calidad y comodidad. Como parte del mantenimiento constante de la casa, las mejoras de diseño y la puesta en escena fotográfica, puede haber pequeñas diferencias entre el mobiliario que se ve en las fotos y el que encontrará en el apartamento. Consulte con un agente de ventas para cualquier pregunta o duda.",True,good,False,,55.0,{'typology': 'flat'},"{'subtitle': ""La Dreta de l'Eixample, Barcelona"", 'title': 'Piso en paseo de Gràcia'}",True,False,True,False,False,False,PENDE,5,True,True,La Dreta de l'Eixample,
39,98399043,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/f2/c5/1254651090.webp,29,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 1350.0, 'priceDropValue': 250, 'priceDropPercentage': 19}}}",flat,rent,97.0,3,2,"calle Riu llobregat, 6",Barcelona,Cubelles,Pla de Sant Pere-Les Salines,es,41.1977133,1.6510262,True,https://www.idealista.com/inmueble/98399043/,48359,"FECHAS DISPONIBLES: TEMPORADA BAJA (De Octubre'24 a Marzo'25): 990€/mes. Abril '25: 1.100€/mes. Mayo '25: 990€/mes. ÁTICO CON SOLÁRIUM EN ALQUILER DE TEMPORADA EN 1ª LÍNEA DE MAR DE LES SALINES. Tiene una superficie de 97,2m². La vivienda se distribuye en 3 habitaciones (2 dobles, 1 individual), 1 baño de 3 piezas con plato de ducha, 1 aseo con ducha, cocina independiente con fogones + lavavajillas + microondas + horno, comedor con vistas laterales a mar y frontales a la piscina, terraza con toldo + solárium.  Finca con ascensor y piscina comunitaria. Dispone de calefacción mediante gas natural y 1 split de aire acondicionado de 6.000 frigo calorías que enfría para 70m2. Equipado con muebles, ventanas de chapa roble, armarios empotrados, soleado, suelos de terrazo y parquet.  Incluye plaza de parking sin trastero. Orientación Tarragona. ACEPTACIÓN DE MASCOTAS A CONSULTAR. Año de construcción 2005. WIFI SI. Las imágenes son orientativas por lo que algunos elementos o mobiliario mostrados pueden sufrir modificaciones o no estar disponibles en la vivienda. REF. 124344.",False,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",11.0,{'typology': 'flat'},"{'subtitle': 'Pla de Sant Pere-Les Salines, Cubelles', 'title': 'Piso en calle Riu llobregat, 6'}",False,False,False,False,False,False,124344,3,True,True,,
40,105569353,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/68/36/1256333833.webp,25,1800.0,"{'price': {'amount': 1800.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 2200.0, 'priceDropValue': 400, 'priceDropPercentage': 18}}}",flat,rent,48.0,1,1,calle del Montseny,Barcelona,Barcelona,Gràcia,es,41.4006803,2.1559437,False,https://www.idealista.com/inmueble/105569353/,2263,"LOFT EN ALQUILER, AMUEBLADO En el barrio de Vila de Gràcia a diez minutos andando de Paseo de Gracia y Paseo San Juan, encontramos este increíble loft de 48m², completamente amueblado. Con una decoración de calidad y gusto. El piso se encuentra completamente amueblado y equipado. Encontramos un amplio salón con cocina abierta y equipada con todos los electrodomésticos (lavadora, lavavajillas, nevera, congelador, microondas, vitrocerámica y campana extractora). En la zona de noche encontramos la habitación principal abierta con el salón y la cocina. El loft dispone de un baño completo.    Dispone de aire acondicionado por conductos. Ideal para parejas o para una persona sola ¿Te imaginas vivir aquí? La realidad del mobiliario puede no corresponder exactamente con las fotografías mostradas en este anuncio.  Contacte con nosotros para ver más inmuebles similares. * En cumplimiento de la Ley 12/2023 y la Llei 18/2007 informamos que: Índice de R. P. LL: 12,20 € / m2 Respecto a la presente propiedad no existe certificado informativo estatal de referencia de precios de alquiler.",False,good,False,,38.0,{'typology': 'flat'},"{'subtitle': 'Vila de Gràcia, Barcelona', 'title': 'Piso en calle del Montseny'}",False,False,False,False,False,False,AB2407080-1,2,True,True,Vila de Gràcia,
41,87733095,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/d2/69/729625453.webp,8,2100.0,"{'price': {'amount': 2100.0, 'currencySuffix': '€/mes', 'priceDropInfo': {'formerPrice': 2560.0, 'priceDropValue': 460, 'priceDropPercentage': 18}}}",flat,rent,45.0,1,1,paseo de Colom,Barcelona,Barcelona,Ciutat Vella,es,41.3803885,2.1825758,False,https://www.idealista.com/inmueble/87733095/,927,"UBK-630957 (Disponible 1-11 meses) - Sin posibilidad a visitar! Homelike es una plataforma online de reservas de apartamentos amueblados para estancias cortas o largas. No es posible visitar el apartamento ya que nuestro proceso ya que nuestro proceso de reserva es 100% en línea. Cuando pregunte sobre una propiedad, por favor indique el número de referencia de la propiedad arriba. Para comprobar disponibilidad de todos nuestros apartamentos por favor consulte la página principal de thehomelike Este apartamento cuenta con aire acondicionado, conexión inalámbrica a internet gratuita y un pequeño balcón con una vista impresionante del puerto de Barcelona y la Barceloneta. Este moderno apartamento cuenta con 1 dormitorio con cama doble, 1 baño con ducha y una zona de estar / comedor de estilo abierto con techos altos y vigas de madera a la vista. La cocina está totalmente equipada con todos los electrodomésticos necesarios; Hay una lavadora y una secadora. Tenga en cuenta que se debe proporcionar la siguiente información para el proceso de selección del inquilino: un recibo de sueldo o contrato de trabajo, pasaporte, razón de su estadía y la relación entre los diferentes inquilinos que desean quedarse. Los precios y datos mostrados no son definitivos y deben usarse únicamente con fines informativos y de referencia. No representan ningún tipo contractual o vinculante. Este cómodo apartamento totalmente equipado se encuentra en el antiguo puerto comercial, el corazón cultural e histórico de la ciudad. El edificio de apartamentos está situado justo en el Paseo de Colón, frente al club de yates y el antiguo puerto de Barcelona, en Barri Gòtic, a solo 300 metros de Las Ramblas, a poca distancia a pie de la Ópera Liceo y la Catedral. ¿Te gusta el apartamento? Solicítalo de manera online haciendo clic en ""Enlace Adicional"" que encontraras al final de este anuncio. Es una manera rápida y segura de asegurarte este piso de manera inmediata Esta propiedad no necesita la publicación del índice de renta.",False,good,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 9150.0}",47.0,{'typology': 'flat'},"{'subtitle': 'El Gòtic, Barcelona', 'title': 'Piso en paseo de Colom'}",False,False,False,False,False,False,5646e9acd90779e6b7a2,1,True,,El Gòtic,
