propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,parkingSpace,newDevelopmentFinished
103336637,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/57/4e/1186298313.webp,"Esc. 4, 5ª planta, letra D ",41,5,390400.0,"{'price': {'amount': 390400.0, 'currencySuffix': '€'}}",flat,sale,104.0,True,3,2,"plaza Europa, 2",Zaragoza,Zaragoza,Almozara,es,Almozara,41.6598864,-0.893106,True,https://www.idealista.com/obra-nueva/103336637/,1377,"Ya disponible la cuarta fase de la promoción Skyline, Plaza de Europa que comprende un total de 40 nuevas viviendas con las vistas más espectaculares y exclusivas del edificio. Amplias viviendas de 3 y 4 dormitorios con terraza que ofrecen una panorámica inigualable de la ciudad. Skyline ofrece todo tipo de comodidades y posibilidades de ocio al lado de casa. Reúne todas las ventajas de una zona céntrica consolidada: las mejores comunicaciones, todos los servicios y equipamientos y la mejor oferta de ocio para sacar el máximo provecho a tu tiempo libre. En plena Plaza de Europa, una ubicación inmejorable de Zaragoza, sobresale Skyline. Destaca por el diseño de su fachada ventilada compuesta por paneles de fibrocemento que además, confiere un gran aislamiento térmico y acústico a los hogares. Un edificio de carácter vanguardista que se caracteriza por la exclusividad y la calidad de los materiales empleados, elegidos con mimo. Elige la vivienda que más se adapta a ti. Opciones de grandes superficies y terrazas en el mejor enclave de la ciudad. Disfruta todo el año de unas zonas comunes que destacan por su exclusividad, privacidad, modernidad y confort: gimnasio, gran porche con vistas al río, piscina cubierta acristalada, gastroteca y zona de juegos infantiles. Infórmate, Te esperamos en nuestra oficina comercial situada en la planta Baja del Edificio, donde descubrirás de primera mano las altas calidades con las que cuenta la promoción.",False,newdevelopment,True,True,3754.0,{'typology': 'flat'},"{'subtitle': 'Almozara, Zaragoza', 'title': 'Piso en plaza Europa, 2'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False
104763087,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/b9/80/1234137319.webp,50276,72,4,300000.0,"{'price': {'amount': 300000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 315000.0, 'priceDropValue': 15000, 'priceDropPercentage': 5}}}",flat,sale,160.0,True,5,2,"calle de Jerónimo Blancas, 4",Zaragoza,Zaragoza,Centro,es,Paseo Independencia,41.6511819,-0.8798023,True,https://www.idealista.com/inmueble/104763087/,579,"En c/Jerónimo Blancas. Presentamos este magnífico piso que lo tiene todo: espacio, luz, comodidad y ubicación privilegiada. Un lienzo en blanco para diseñar el piso de tus sueños. Características destacadas: �Amplio y luminoso: Con 5 dormitorios espaciosos, un gran salón comedor para reuniones familiares o con amigos, y techos altos que proporcionan una sensación de amplitud y luminosidad en todo el espacio. �Comodidad y funcionalidad: Dispone de 2 baños completos con ventana, lo que garantiza una adecuada ventilación y luminosidad natural.  �Excelente finca con 2 ascensores y calefacción central con consumos individualizados. � Trastero incluido en planta ático. �Opción de garaje: ¿Necesitas un lugar seguro para tu vehículo? Esta propiedad ofrece la posibilidad de adquirir un garaje en la calle Verónica, añadiendo un extra de comodidad a tu día a día.  ¡No dejes pasar esta oportunidad única y contáctanos hoy mismo para más detalles y programar una visita!",False,renew,False,True,1875.0,{'typology': 'flat'},"{'subtitle': 'Paseo Independencia, Zaragoza', 'title': 'Piso en calle de Jerónimo Blancas, 4'}",True,False,True,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 45000.0}",
105109042,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/22/4e/1241956591.webp,,25,4,179900.0,"{'price': {'amount': 179900.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 188000.0, 'priceDropValue': 8100, 'priceDropPercentage': 4}}}",flat,sale,85.0,True,3,1,"calle de Santiago Ramón y Cajal, 47",Zaragoza,Zaragoza,Casco Historico,es,Plaza de Toros,41.6518245,-0.8864125,True,https://www.idealista.com/inmueble/105109042/,888,"Tecnocasa Puerta del Carmen ofrece en exclusiva estupendo piso en el tramo final de Ramón y Cajal, junto al hotel Meliá y avenida Cesar Augusto.  Se distribuye en 3 dormitorios, uno de ellos doble. Salón exterior muy luminoso, cocina, baño completo y una despensa. Techos altos.  Ideal para primera vivienda o inversión. Vivienda para actualizar tu gusto.  Calefacción individual a gas. Gastos de comunidad muy económicos, 40 euros. Finca con ascensor.  La vivienda es exterior y muy luminosa, tiene sol de mediodía y tardes.  En el centro se puede encontrar todo tipo de servicios (comercios, supermercados, farmacias, hospitales, restaurantes.. . ) y comunicaciones (tranvía, autobuses, taxis, cercanías, carriles bici, estación del Portillo.. . ) ¡Venga a verlo sin compromiso!",True,renew,False,True,2116.0,{'typology': 'flat'},"{'subtitle': 'Plaza de Toros, Zaragoza', 'title': 'Piso en calle de Santiago Ramón y Cajal, 47'}",True,False,False,False,,False,False,,
104227816,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/01/17/1213702571.webp,C04_21,31,11,155000.0,"{'price': {'amount': 155000.0, 'currencySuffix': '€'}}",flat,sale,54.0,False,1,1,"calle Cineasta Adolfo Aznar , 9",Zaragoza,Zaragoza,Actur,es,Parque de los Cineastas,41.6762164,-0.8885049,True,https://www.idealista.com/obra-nueva/104227816/,2425,"Garlan Inmobiliaria comercializa ésta promoción de viviendas en la calle ADOLFO AZNAR, en un Edificio construido en 1.999 con diversos estados de los inmuebles.  Las fotografías corresponden a nuestro Piso Piloto en el que hemos realizado una pequeña reforma en la cocina y los baños de la mano de nuestra decoradora Mari Luz Cirac y que podemos gestionar por tí para cualquiera de los inmuebles. Los planos se corresponden con las tipologías de inmuebles más abundantes en el edificio pero no todos los pisos tienen exactamente la misma distribución. Situada en el barrio residencial del Actur en las proximidades del centro comercial y rodeado de todo tipo de servicios y equipamientos a su alrededor, a escasos metros de parques, centro de salud, colegios, restaurantes y todo tipo de espacios de ocio. Se encuentra perfectamente comunicado con el resto de la ciudad mediante autobús, tranvía o carril bici. Las viviendas de uno, dos, tres o cuatro dormitorios, con grandes ventanales, son muy luminosas, dado que el edificio se encuentra en una zona de calles amplias donde la distancia entre edificios proporciona una buena entrada de luz. Disponen de una muy buena distribución y de amplias estancias, lo que dota a las viviendas de especial confort, con armarios empotrados para un máximo aprovechamiento del espacio. Dispone de viviendas con habitación principal, tipo suite con baño completo con plato de ducha y armario empotrado. Las viviendas se encuentran totalmente terminadas y listas para entrar a vivir, siendo la carpintería exterior de aluminio y la interior de madera. Los suelos son cerámicos de primera calidad. Calefacción y agua caliente individual de gas. Hay posibilidad de adquirir plaza de garaje para coche grande en el mismo edificio. ¡No pierdas la oportunidad y ven a visitar el piso piloto! Estaremos encantados de atenderte.",False,newdevelopment,True,True,2870.0,{'typology': 'flat'},"{'subtitle': 'Parque de los Cineastas, Zaragoza', 'title': 'Piso en calle Cineasta Adolfo Aznar , 9'}",True,False,False,False,,False,False,,True
99928219,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/df/bb/1061000324.webp,E1 2ºA,38,2,430600.0,"{'price': {'amount': 430600.0, 'currencySuffix': '€'}}",flat,sale,123.0,True,4,2,"calle de Enrique Calvo, 1",Zaragoza,Zaragoza,Miraflores San Jose,es,La Granja,41.6368678,-0.8653166,True,https://www.idealista.com/obra-nueva/99928219/,2356,"ÚLTIMAS 2 VIVIENDAS A LA VENTA T-VRÈX, se encuentra en una zona perfectamente comunicada, a tan solo unos minutos del centro de la ciudad de Zaragoza y junto al emblemático Pabellón Príncipe Felipe y al Palacio de Larrinaga. El entorno de Cesáreo Alierta ofrece todos los servicios: centros educativos, dotaciones sanitarias, de ocio, servicios y restauración, además de una fácil comunicación con la red de transporte público y de acceso a las principales vías de salida de la población. Un entorno inigualable y perfectamente comunicado para procurar el estilo de vida que quieres para tu familia y para ti.   T-VRÈX es un residencial eficiente y confortable en el que la zona común a la que se abre la promoción, cuenta con abundante luz natural e incluye cuidadas zonas verdes y piscina. Cuenta con viviendas en planta de 2 a 4 dormitorios, todas ellas con terraza para hacer que la vivienda se expanda hacia el exterior, además ofrece Áticos con terrazas de gran superficie.  En el interior se busca la amplitud y luminosidad, sin dejar a un lado la funcionalidad y la estética.   Los propietarios disfrutarán de una cocina de diseño con muebles altos y bajos de gran capacidad que incluye todos los electrodomésticos, placa de inducción con tres fuegos y frente de cuarzo.   La combinación perfecta entre modernidad, calidad, confort y sostenibilidad, es la principal seña de identidad de T-VRÈX. Todo esto, se une al cuidado del detalle inherente a las promociones Ebrosa, ofreciendo viviendas amplias y luminosas.",True,newdevelopment,True,True,3501.0,{'typology': 'flat'},"{'subtitle': 'La Granja, Zaragoza', 'title': 'Piso en calle de Enrique Calvo, 1'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False
103336633,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/24/c7/1186298318.webp,"Esc. 4, 19ª planta, letra C",42,19,560300.0,"{'price': {'amount': 560300.0, 'currencySuffix': '€'}}",penthouse,sale,173.0,True,3,2,"plaza Europa, 2",Zaragoza,Zaragoza,Almozara,es,Almozara,41.6598864,-0.893106,True,https://www.idealista.com/obra-nueva/103336633/,1377,"Ya disponible la cuarta fase de la promoción Skyline, Plaza de Europa que comprende un total de 40 nuevas viviendas con las vistas más espectaculares y exclusivas del edificio. Amplias viviendas de 3 y 4 dormitorios con terraza que ofrecen una panorámica inigualable de la ciudad. Skyline ofrece todo tipo de comodidades y posibilidades de ocio al lado de casa. Reúne todas las ventajas de una zona céntrica consolidada: las mejores comunicaciones, todos los servicios y equipamientos y la mejor oferta de ocio para sacar el máximo provecho a tu tiempo libre. En plena Plaza de Europa, una ubicación inmejorable de Zaragoza, sobresale Skyline. Destaca por el diseño de su fachada ventilada compuesta por paneles de fibrocemento que además, confiere un gran aislamiento térmico y acústico a los hogares. Un edificio de carácter vanguardista que se caracteriza por la exclusividad y la calidad de los materiales empleados, elegidos con mimo. Elige la vivienda que más se adapta a ti. Opciones de grandes superficies y terrazas en el mejor enclave de la ciudad. Disfruta todo el año de unas zonas comunes que destacan por su exclusividad, privacidad, modernidad y confort: gimnasio, gran porche con vistas al río, piscina cubierta acristalada, gastroteca y zona de juegos infantiles. Infórmate, Te esperamos en nuestra oficina comercial situada en la planta Baja del Edificio, donde descubrirás de primera mano las altas calidades con las que cuenta la promoción.",False,newdevelopment,True,True,3239.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Almozara, Zaragoza', 'title': 'Ático en plaza Europa, 2'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False
103211600,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/cc/15/1125799683.webp,C02_51,31,11,330000.0,"{'price': {'amount': 330000.0, 'currencySuffix': '€'}}",flat,sale,134.0,True,4,2,"calle Cineasta Adolfo Aznar , 9",Zaragoza,Zaragoza,Actur,es,Parque de los Cineastas,41.6762164,-0.8885049,True,https://www.idealista.com/obra-nueva/103211600/,2425,"Garlan Inmobiliaria comercializa ésta promoción de viviendas en la calle ADOLFO AZNAR, en un Edificio construido en 1.999 con diversos estados de los inmuebles.  Las fotografías corresponden a nuestro Piso Piloto en el que hemos realizado una pequeña reforma en la cocina y los baños de la mano de nuestra decoradora Mari Luz Cirac y que podemos gestionar por tí para cualquiera de los inmuebles. Los planos se corresponden con las tipologías de inmuebles más abundantes en el edificio pero no todos los pisos tienen exactamente la misma distribución. Situada en el barrio residencial del Actur en las proximidades del centro comercial y rodeado de todo tipo de servicios y equipamientos a su alrededor, a escasos metros de parques, centro de salud, colegios, restaurantes y todo tipo de espacios de ocio. Se encuentra perfectamente comunicado con el resto de la ciudad mediante autobús, tranvía o carril bici. Las viviendas de uno, dos, tres o cuatro dormitorios, con grandes ventanales, son muy luminosas, dado que el edificio se encuentra en una zona de calles amplias donde la distancia entre edificios proporciona una buena entrada de luz. Disponen de una muy buena distribución y de amplias estancias, lo que dota a las viviendas de especial confort, con armarios empotrados para un máximo aprovechamiento del espacio. Dispone de viviendas con habitación principal, tipo suite con baño completo con plato de ducha y armario empotrado. Las viviendas se encuentran totalmente terminadas y listas para entrar a vivir, siendo la carpintería exterior de aluminio y la interior de madera. Los suelos son cerámicos de primera calidad. Calefacción y agua caliente individual de gas. Hay posibilidad de adquirir plaza de garaje para coche grande en el mismo edificio. ¡No pierdas la oportunidad y ven a visitar el piso piloto! Estaremos encantados de atenderte.",False,newdevelopment,True,True,2463.0,{'typology': 'flat'},"{'subtitle': 'Parque de los Cineastas, Zaragoza', 'title': 'Piso en calle Cineasta Adolfo Aznar , 9'}",True,False,False,False,,False,False,,True
104553732,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/df/bb/1061000324.webp,E3 3 A ,38,3,459000.0,"{'price': {'amount': 459000.0, 'currencySuffix': '€'}}",flat,sale,123.0,True,4,2,"calle de Enrique Calvo, 1",Zaragoza,Zaragoza,Miraflores San Jose,es,La Granja,41.6368678,-0.8653166,True,https://www.idealista.com/obra-nueva/104553732/,2356,"ÚLTIMAS 2 VIVIENDAS A LA VENTA T-VRÈX, se encuentra en una zona perfectamente comunicada, a tan solo unos minutos del centro de la ciudad de Zaragoza y junto al emblemático Pabellón Príncipe Felipe y al Palacio de Larrinaga. El entorno de Cesáreo Alierta ofrece todos los servicios: centros educativos, dotaciones sanitarias, de ocio, servicios y restauración, además de una fácil comunicación con la red de transporte público y de acceso a las principales vías de salida de la población. Un entorno inigualable y perfectamente comunicado para procurar el estilo de vida que quieres para tu familia y para ti.   T-VRÈX es un residencial eficiente y confortable en el que la zona común a la que se abre la promoción, cuenta con abundante luz natural e incluye cuidadas zonas verdes y piscina. Cuenta con viviendas en planta de 2 a 4 dormitorios, todas ellas con terraza para hacer que la vivienda se expanda hacia el exterior, además ofrece Áticos con terrazas de gran superficie.  En el interior se busca la amplitud y luminosidad, sin dejar a un lado la funcionalidad y la estética.   Los propietarios disfrutarán de una cocina de diseño con muebles altos y bajos de gran capacidad que incluye todos los electrodomésticos, placa de inducción con tres fuegos y frente de cuarzo.   La combinación perfecta entre modernidad, calidad, confort y sostenibilidad, es la principal seña de identidad de T-VRÈX. Todo esto, se une al cuidado del detalle inherente a las promociones Ebrosa, ofreciendo viviendas amplias y luminosas.",True,newdevelopment,True,True,3732.0,{'typology': 'flat'},"{'subtitle': 'La Granja, Zaragoza', 'title': 'Piso en calle de Enrique Calvo, 1'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False
103578368,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/68/d3/1186298308.webp,,41,2,375000.0,"{'price': {'amount': 375000.0, 'currencySuffix': '€'}}",flat,sale,126.0,True,4,2,"plaza Europa, 2",Zaragoza,Zaragoza,Almozara,es,Almozara,41.6598864,-0.893106,True,https://www.idealista.com/obra-nueva/103578368/,1377,"Ya disponible la cuarta fase de la promoción Skyline, Plaza de Europa que comprende un total de 40 nuevas viviendas con las vistas más espectaculares y exclusivas del edificio. Amplias viviendas de 3 y 4 dormitorios con terraza que ofrecen una panorámica inigualable de la ciudad. Skyline ofrece todo tipo de comodidades y posibilidades de ocio al lado de casa. Reúne todas las ventajas de una zona céntrica consolidada: las mejores comunicaciones, todos los servicios y equipamientos y la mejor oferta de ocio para sacar el máximo provecho a tu tiempo libre. En plena Plaza de Europa, una ubicación inmejorable de Zaragoza, sobresale Skyline. Destaca por el diseño de su fachada ventilada compuesta por paneles de fibrocemento que además, confiere un gran aislamiento térmico y acústico a los hogares. Un edificio de carácter vanguardista que se caracteriza por la exclusividad y la calidad de los materiales empleados, elegidos con mimo. Elige la vivienda que más se adapta a ti. Opciones de grandes superficies y terrazas en el mejor enclave de la ciudad. Disfruta todo el año de unas zonas comunes que destacan por su exclusividad, privacidad, modernidad y confort: gimnasio, gran porche con vistas al río, piscina cubierta acristalada, gastroteca y zona de juegos infantiles. Infórmate, Te esperamos en nuestra oficina comercial situada en la planta Baja del Edificio, donde descubrirás de primera mano las altas calidades con las que cuenta la promoción.",False,newdevelopment,True,True,2976.0,{'typology': 'flat'},"{'subtitle': 'Almozara, Zaragoza', 'title': 'Piso en plaza Europa, 2'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False
103211751,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/cc/15/1125799683.webp,C10_53,31,5,280000.0,"{'price': {'amount': 280000.0, 'currencySuffix': '€'}}",flat,sale,103.0,True,4,2,"calle Cineasta Adolfo Aznar , 9",Zaragoza,Zaragoza,Actur,es,Parque de los Cineastas,41.6762164,-0.8885049,True,https://www.idealista.com/obra-nueva/103211751/,2425,"Garlan Inmobiliaria comercializa ésta promoción de viviendas en la calle ADOLFO AZNAR, en un Edificio construido en 1.999 con diversos estados de los inmuebles.  Las fotografías corresponden a nuestro Piso Piloto en el que hemos realizado una pequeña reforma en la cocina y los baños de la mano de nuestra decoradora Mari Luz Cirac y que podemos gestionar por tí para cualquiera de los inmuebles. Los planos se corresponden con las tipologías de inmuebles más abundantes en el edificio pero no todos los pisos tienen exactamente la misma distribución. Situada en el barrio residencial del Actur en las proximidades del centro comercial y rodeado de todo tipo de servicios y equipamientos a su alrededor, a escasos metros de parques, centro de salud, colegios, restaurantes y todo tipo de espacios de ocio. Se encuentra perfectamente comunicado con el resto de la ciudad mediante autobús, tranvía o carril bici. Las viviendas de uno, dos, tres o cuatro dormitorios, con grandes ventanales, son muy luminosas, dado que el edificio se encuentra en una zona de calles amplias donde la distancia entre edificios proporciona una buena entrada de luz. Disponen de una muy buena distribución y de amplias estancias, lo que dota a las viviendas de especial confort, con armarios empotrados para un máximo aprovechamiento del espacio. Dispone de viviendas con habitación principal, tipo suite con baño completo con plato de ducha y armario empotrado. Las viviendas se encuentran totalmente terminadas y listas para entrar a vivir, siendo la carpintería exterior de aluminio y la interior de madera. Los suelos son cerámicos de primera calidad. Calefacción y agua caliente individual de gas. Hay posibilidad de adquirir plaza de garaje para coche grande en el mismo edificio. ¡No pierdas la oportunidad y ven a visitar el piso piloto! Estaremos encantados de atenderte.",False,newdevelopment,True,True,2718.0,{'typology': 'flat'},"{'subtitle': 'Parque de los Cineastas, Zaragoza', 'title': 'Piso en calle Cineasta Adolfo Aznar , 9'}",True,False,False,False,,False,False,,True
103211719,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/cc/15/1125799683.webp,C10_34,31,1,210000.0,"{'price': {'amount': 210000.0, 'currencySuffix': '€'}}",flat,sale,84.0,True,2,1,"calle Cineasta Adolfo Aznar , 9",Zaragoza,Zaragoza,Actur,es,Parque de los Cineastas,41.6762164,-0.8885049,True,https://www.idealista.com/obra-nueva/103211719/,2425,"Garlan Inmobiliaria comercializa ésta promoción de viviendas en la calle ADOLFO AZNAR, en un Edificio construido en 1.999 con diversos estados de los inmuebles.  Las fotografías corresponden a nuestro Piso Piloto en el que hemos realizado una pequeña reforma en la cocina y los baños de la mano de nuestra decoradora Mari Luz Cirac y que podemos gestionar por tí para cualquiera de los inmuebles. Los planos se corresponden con las tipologías de inmuebles más abundantes en el edificio pero no todos los pisos tienen exactamente la misma distribución. Situada en el barrio residencial del Actur en las proximidades del centro comercial y rodeado de todo tipo de servicios y equipamientos a su alrededor, a escasos metros de parques, centro de salud, colegios, restaurantes y todo tipo de espacios de ocio. Se encuentra perfectamente comunicado con el resto de la ciudad mediante autobús, tranvía o carril bici. Las viviendas de uno, dos, tres o cuatro dormitorios, con grandes ventanales, son muy luminosas, dado que el edificio se encuentra en una zona de calles amplias donde la distancia entre edificios proporciona una buena entrada de luz. Disponen de una muy buena distribución y de amplias estancias, lo que dota a las viviendas de especial confort, con armarios empotrados para un máximo aprovechamiento del espacio. Dispone de viviendas con habitación principal, tipo suite con baño completo con plato de ducha y armario empotrado. Las viviendas se encuentran totalmente terminadas y listas para entrar a vivir, siendo la carpintería exterior de aluminio y la interior de madera. Los suelos son cerámicos de primera calidad. Calefacción y agua caliente individual de gas. Hay posibilidad de adquirir plaza de garaje para coche grande en el mismo edificio. ¡No pierdas la oportunidad y ven a visitar el piso piloto! Estaremos encantados de atenderte.",False,newdevelopment,True,True,2500.0,{'typology': 'flat'},"{'subtitle': 'Parque de los Cineastas, Zaragoza', 'title': 'Piso en calle Cineasta Adolfo Aznar , 9'}",True,False,False,False,,False,False,,True
105863236,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/70/71/1265237012.webp,ZGZ0101027,27,6,115000.0,"{'price': {'amount': 115000.0, 'currencySuffix': '€'}}",flat,sale,45.0,True,3,1,"avenida de San Juan de la Peña, 184",Zaragoza,Zaragoza,Salvador Allende-Parque Goya-Zorongo,es,Salvador Allende-Parque Goya-Zorongo,41.6760555,-0.8707989,True,https://www.idealista.com/inmueble/105863236/,2288,"inmho pone a la venta exclusivo piso en Avenida San Juan de la Peña intersección con Avenida de Salvador Allende y cerca de Parque Goya, en finca recientemente renovada con ascensor a cota cero. Ideal tanto para inversores por la alta rentabilidad del alquiler en la zona, como para primera vivienda. Esta vivienda se distribuye en recibidor, salón-comedor, cocina independiente del resto de estancias amueblada y equipada, 3 habitaciones y baño con plato de ducha. Dispone de ventanas de aluminio lacadas en blanco con persianas motorizadas, agua caliente y calefacción individual de gas natural, aire acondicionado por Split en salón-comedor y suelos de gres. El inmueble está para actualizar ofreciendo múltiples alternativas de reforma. La vivienda es exterior, en una planta alta, por lo que disfrutarás de la privacidad y de la luz solar, y está ubicada en una de las zonas más tranquilas y demandadas de la zona, muy bien comunicada por varias líneas de autobús urbano, con acceso rápido a salidas de la urbe, y dotada de todos los servicios: guarderías, colegios, institutos, entidades bancarias, supermercados y hostelería, todo ello en un entorno activo y dinámico. No dudes en concertar una visita. Ahorra tiempo y dinero vendiendo o alquilando tu inmueble con inmho. *El plano es meramente ilustrativo con el objeto de describir la distribución de las estancias, no teniendo valor contractual.",False,good,False,True,2556.0,{'typology': 'flat'},"{'subtitle': 'Salvador Allende-Parque Goya-Zorongo, Zaragoza', 'title': 'Piso en avenida de San Juan de la Peña, 184'}",True,False,False,False,,False,False,,
105835062,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/0f/16/1264428040.webp,f593,24,5,123000.0,"{'price': {'amount': 123000.0, 'currencySuffix': '€'}}",flat,sale,63.0,True,2,1,calle de la Madrina Salinas,Zaragoza,Zaragoza,Las Fuentes,es,Las Fuentes,41.6473827,-0.8617061,False,https://www.idealista.com/inmueble/105835062/,1618,"Cliente comprador exento de honorarios adicionales. EXCELENTE VIVIENDA ACTUALIZADA, IDEAL COMO INVERSION, IDEAL PARA VIVIR Inmejorable ubicación. Piso, con reforma, que permite una habitabilidad inmediata, con todos los suministros dados de alta. La vivienda forma parte de un edifico de cinco plantas, con ascensor, bien mantenido, y que incluye un total de 20 vivienda. Gastos de comunidad: 50 euros. El inmueble comercializado se ubica en el quinto nivel. Ocupa una superficie útil 63 metros útiles, 60 construidos. Dispone de dos dormitorios, salón con comedor muy amplio y baño con plato de ducha. Destaca en esta vivienda tanto la funcionalidad de su distribución, como la utilización de materiales modernos y de calidad, que nos permiten disfrutar de un inmueble actual y cómodo. La vivienda resulta idónea, por su inmejorable ubicación, tanto para ser habitada como primera residencia, como para ser adquirida como inversión, dada la alta demanda de vivienda en alquiler que se genera en la zona. Como características adicionales señalamos suelos de tarima, calefacción eléctrica aire acondicionado, carpintería interior de madera lacada en negro, Cris, ventanas de aluminio climalit, paredes con pintura lisa. El edificio fue construido en 1960 y recientemente ha sido rehabilitado. Encontramos la financiación que necesitas.",True,good,False,True,1952.0,{'typology': 'flat'},"{'subtitle': 'Las Fuentes, Zaragoza', 'title': 'Piso en calle de la Madrina Salinas'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 21500.0}",
105552595,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/e7/57/1255908383.webp,P2 9a,27,9,525000.0,"{'price': {'amount': 525000.0, 'currencySuffix': '€'}}",duplex,sale,250.0,True,3,3,"avenida Cesáreo Alierta, 100",Zaragoza,Zaragoza,Miraflores San Jose,es,La Granja,41.6381563,-0.8701776,True,https://www.idealista.com/obra-nueva/105552595/,2077,"OBRA NUEVA. ÚLTIMAS VIVIENDAS LLAVES MANO. Exclusivo ático dúplex en Avenida Cesáreo Alierta. Este ático de 128,58 m2 de superficie útil interior está distribuido en dos plantas. En la primera planta tiene el salón de 28,58 m2 con salida a una terraza de 20,37 m2, la cocina de 16,20 m2 completamente equipada, un amplio dormitorio con armario empotrado de 19,36 m2 con baño en suite, y otro baño de cortesía. En la planta de arriba dispone de otros dos dormitorios con armarios empotrados y otro cuarto de baño, así como salida a una espectacular terraza solárium de 59,25 m2.  Esta propiedad sin duda ofrece comodidad y lujo en una zona consolidada con todos los servicios.  Además del cuidado diseño y las altas calidades de los materiales utilizados, como los pavimentos de gran formato marca Neolith, la grifería Grohe y las mamparas Duscholux, la instalación de domótica para el suelo radiante y las persianas motorizadas, garantizan un ambiente elegante y moderno.  Y no podemos olvidar el solárium en la azotea con las mejores vistas de Zaragoza y la piscina SALINA para disfrutar de un baño como si estuvieras en el mar.  El agua caliente es por aerotermia, así como la Climatización, mediante suelo radiante dotándola de la máxima certificación energética y el menor consumo garantizado. No pierdas la oportunidad de visitarla! El precio incluye plaza de garaje y trastero Si lo desea podemos asesorarle sobre financiación.",False,newdevelopment,True,True,2100.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'La Granja, Zaragoza', 'title': 'Dúplex en avenida Cesáreo Alierta, 100'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True
